,glottocode,name,region,AES,EGIDS,L1_pop,L1_pop_prop,documentation,area
133,ainu1251,Ainu (China),Asia,shifting,6b,6570,31.29106232,basic,199.5861315
134,ainb1238,Ainbai,Oceania,shifting,8a,100,3.943234233,little or none,71.50475045
135,alng1239,Alngith,Australia and New Zealand,nearly extinct,10,0,0.0,little or none,4617.670332
136,amar1272,Amara,Oceania,shifting,7,230,37.38159553,basic,103.2216033
137,agii1245,Agi,Oceania,shifting,6a,960,61.28486561,little or none,52.88541489
138,aich1238,Ai-Cham,Asia,threatened,6b,2700,39.1178267,basic,117.1539026
139,assy1241,Assyrian Neo-Aramaic,Southern Asia,threatened,6b,75000,660.9068383,detailed,2508.402887
140,akee1238,Ake,Western Africa,threatened,6a,3000,20.69155023,little or none,148.583392
141,aime1238,Aimele,Oceania,shifting,7,140,13.34280222,detailed,852.2855081
142,aimo1244,Aimol,Southern Asia,shifting,6a,2640,10.73783011,basic,236.9946972
143,ainu1240,Hokkaido Ainu,Asia,nearly extinct,8b,25,0.481618894,detailed,102797.2807
144,aito1238,Aiton,Southern Asia,shifting,6b,1500,5.832863693,basic,936.5339734
145,buru1307,Burumakok,South-Eastern Asia,moribund,8b,40,2.756793022,little or none,237.4597614
146,aima1241,Aimaq,Southern Asia,not endangered,6a,480000,30195.29427,little or none,33102.01357
147,airo1242,Airoran,South-Eastern Asia,threatened,6a,1000,506.9482568,little or none,1143.558199
148,arik1264,Arikem,South America,extinct,10,0,0.0,little or none,14956.04057
149,aari1239,Aari,Africa,not endangered,5,235000,2381.877839,basic,2948.275965
150,aigh1235,Aighon,Oceania,not endangered,6a,2000,115.5937328,little or none,2434.615765
151,alii1240,Ali,Africa,not endangered,6a,35000,616.2492046,basic,4102.232539
152,ajas1235,Aja (Sudan),Africa,shifting,8b,200,164.4158869,basic,222.9366369
153,ajab1235,Aja (Benin),Western Africa,not endangered,5,512500,2235.896585,detailed,4450.710357
154,ajie1238,Ajië,Oceania,not endangered,5,5360,1171.593108,detailed,1795.668035
155,jude1265,Judeo-Moroccan Arabic,Arab,not endangered,7,8930,9.87105944,basic,186.1824089
156,ajaw1236,Ajawa,Western Africa,extinct,10,0,0.0,little or none,69.20658491
157,amri1238,Amri Karbi,Southern Asia,not endangered,5,125000,208.4588203,detailed,3710.963209
158,akan1250,Akan,Western Africa,not endangered,3,8300000,15629.93804,detailed,57389.32124
159,bata1290,Batak Angkola,South-Eastern Asia,threatened,6b,750000,7589.178205,basic,12406.80622
160,mpur1239,Mpur,South-Eastern Asia,shifting,6b,7000,281.7385908,basic,2151.735936
161,ukpe1249,Ukpet-Ehom,Western Africa,not endangered,6a,11400,32.87041555,little or none,293.0080719
162,akaw1239,Akawaio,South America,threatened,6b,5350,12030.97575,detailed,24048.78635
163,akpa1238,Akpa,Western Africa,not endangered,6a,26900,123.4450974,basic,603.2112401
164,anak1240,Anakalangu,South-Eastern Asia,threatened,6a,16000,162.8577567,basic,609.2400885
165,anga1292,Angal Heneng,Oceania,not endangered,5,40000,608.189702,basic,456.7104384
166,aiom1240,Aiome,Oceania,shifting,6a,750,38.48050786,little or none,225.3699941
167,akaj1239,Akajeru,Southern Asia,nearly extinct,10,0,0.0,detailed,582.0963039
168,akla1240,Aklanon,South-Eastern Asia,not endangered,4,435000,1796.90776,detailed,2005.725764
169,akab1248,Akabo,Southern Asia,extinct,10,0,0.0,basic,216.5586456
170,akur1238,Akurio,South America,extinct,8b,10,11.17439871,little or none,62.82573077
171,siwu1238,Siwu,Western Africa,not endangered,5,27000,187.2246208,detailed,192.4649002
172,akkk1240,Ak,Oceania,moribund,8b,75,8.508584803,little or none,45.43045574
173,arak1252,Araki,Oceania,nearly extinct,8b,8,0.691164646,detailed,2.386607323
174,akas1242,Akaselem,Western Africa,not endangered,6a,47500,770.3901199,basic,935.7624523
175,akol1237,Akolet,Oceania,not endangered,6a,950,86.72099219,little or none,143.1208419
176,akum1238,Akum,Western Africa,shifting,6a,1400,20.99782809,basic,82.2132964
177,akhv1239,Akhvakh,Arab,shifting,6b,210,3.162744996,basic,4226.911021
178,akwa1248,Akwa,Africa,threatened,6b,24100,6169.576247,detailed,6158.316954
179,akak1252,Akakede,Southern Asia,extinct,10,0,0.0,little or none,398.121182
180,akak1253,Akakol,Southern Asia,extinct,10,0,0.0,basic,143.859904
181,alab1237,Alabama,Northern America,shifting,7,250,16.66495355,detailed,140.2752817
182,alag1242,Alago,Western Africa,threatened,6a,35100,263.928255,little or none,1037.938833
183,qawa1238,Qawasqar,South America,nearly extinct,8b,12,21.66627558,detailed,531.6870108
184,alla1248,Alladian,Western Africa,not endangered,5,23000,19.29228499,basic,611.3754486
185,aleu1260,Aleut,Northern America,shifting,7,500,1168.710479,detailed,2894.150387
186,aleg1238,Alege,Western Africa,not endangered,6a,16300,83.33372175,little or none,60.03367984
187,alaw1244,Alawa,Australia and New Zealand,nearly extinct,8b,12,234.4072913,detailed,20722.29625
188,amai1246,Amaimon,Oceania,not endangered,6a,1780,64.55590929,little or none,408.415336
189,alan1249,Alangan,South-Eastern Asia,threatened,5,7690,67.44391477,little or none,1172.535688
190,alak1253,Alak,South-Eastern Asia,not endangered,6a,4000,97.06460262,basic,108.7296886
191,alla1247,Allar,Southern Asia,shifting,6b,350,0.413225343,little or none,102.0158037
192,ambl1237,Amblong,Oceania,shifting,6b,300,28.18789008,little or none,75.17402205
193,gheg1238,Gheg Albanian,Europe,not endangered,5,6678000,68795.65592,detailed,28432.34014
194,lari1255,Larike-Wakasihu,South-Eastern Asia,threatened,6b,12600,26.07612486,basic,52.80567675
195,alun1238,Alune,South-Eastern Asia,threatened,5,17200,333.3862995,basic,1289.811674
196,algo1255,Algonquin,Northern America,threatened,6b,1760,46375.32119,detailed,1866.390058
197,alut1245,Alutor,Europe,moribund,8b,25,379.3079827,basic,4692.893144
198,tosk1239,Northern Tosk Albanian,Europe,not endangered,1,1580000,31288.15818,detailed,14551.06224
199,sout2694,Southern Altai,Asia,shifting,2,57400,45461.10098,detailed,48579.7353
200,area1240,'Are'are,Oceania,not endangered,5,17900,1050.028876,detailed,1463.076688
201,alab1254,Alaba-K'abeena,Africa,not endangered,4,287000,587.7898647,detailed,2005.299623
202,amol1235,Mol,Oceania,shifting,6b,270,13.59424458,little or none,14.61980362
203,alya1239,Alyawarr,Australia and New Zealand,threatened,5,1660,566970.8637,detailed,128473.5467
204,alur1250,Alur,Africa,not endangered,5,1367000,5463.867581,basic,6275.59363
205,aman1266,Amanayé,South America,extinct,9,192,295.6328515,basic,22672.43851
206,ambo1249,Ambo,Western Africa,threatened,6a,1000,20.51508163,little or none,47.02178922
207,amah1246,Amahuaca,South America,moribund,7,310,151.6811653,detailed,11312.07362
208,yane1238,Yanesha',South America,shifting,5,9830,556.7359161,detailed,7727.597119
209,hame1242,Hamer-Banna,Africa,threatened,6a,73500,4343.255518,detailed,8485.559644
210,amar1271,Amurdak,Australia and New Zealand,nearly extinct,8b,1,6.298099284,basic,1001.303899
211,amha1245,Amharic,Africa,not endangered,1,21600000,117979.747,detailed,138607.9693
212,amis1246,Amis,Asia,threatened,5,138000,6463.170542,detailed,2258.970396
213,amda1238,Amdang,Africa,shifting,6a,41100,2731.222507,little or none,2790.056114
214,amba1265,Ambai,South-Eastern Asia,threatened,6b,10100,226.1294495,detailed,190.0429032
215,warj1242,War-Jaintia,Southern Asia,not endangered,6a,41900,79.00322946,detailed,2435.007275
216,amap1240,Ama (Papua New Guinea),Oceania,threatened,5,480,93.19727385,basic,237.7539419
217,aman1265,Amanab,Oceania,shifting,5,4420,675.9058783,detailed,601.4685319
218,amoo1242,Amo,Western Africa,not endangered,6a,12300,61.79230329,basic,499.6176074
219,alam1246,Alamblak,Oceania,shifting,5,1530,177.8689089,detailed,612.158758
220,amah1245,Amahai,South-Eastern Asia,nearly extinct,8b,50,0.875532757,little or none,27.13328744
221,amar1274,Amarakaeri,South America,shifting,6b,500,179.0790853,detailed,3426.345364
222,sout2954,Southern Amami-Oshima,Asia,shifting,7,1800,23.61678273,detailed,284.7578959
223,amto1250,Amto,Oceania,shifting,6b,300,51.96418918,little or none,171.6983291
224,guer1243,Guerrero Amuzgo,Central America,threatened,5,30600,557.4359973,detailed,749.7280947
225,ambe1248,Ambelau,South-Eastern Asia,not endangered,6a,5700,207.8390272,little or none,114.1905845
226,west2763,Western Neo-Aramaic,Arab,shifting,7,15000,24.33513877,detailed,87.09185137
227,anma1239,Anmatyerre,Australia and New Zealand,shifting,5,1000,21524.25066,basic,28102.30623
228,amii1238,Ami,Australia and New Zealand,nearly extinct,8a,30,1326.92553,detailed,568.8370427
229,atam1239,Atampaya,Australia and New Zealand,nearly extinct,10,0,0.0,basic,5624.05376
230,anda1286,Andaqui,South America,extinct,9,0,0.0,basic,10065.84809
231,ando1255,Andoa,South America,extinct,10,0,0.0,basic,6905.904875
232,ngas1240,Ngas,Western Africa,not endangered,6a,400000,2402.477631,detailed,860.3465402
233,ansu1237,Ansus,South-Eastern Asia,threatened,6b,4600,76.33053679,basic,193.0335863
234,xara1244,Xârâcùù,Oceania,not endangered,6a,5730,770.1310353,detailed,1641.177349
235,anim1239,Animere,Western Africa,moribund,7,700,8.011161104,basic,2.786510211
236,nend1239,Nend,Oceania,not endangered,6a,2000,124.6175835,basic,254.3397711
237,andi1255,Andi,Europe,threatened,6b,5800,83.51015784,detailed,182.7631314
238,anor1241,Anor,Oceania,shifting,6a,980,66.29432501,little or none,124.8175294
239,goem1240,Goemai,Western Africa,threatened,6b,200000,1658.988581,detailed,2701.311135
240,anuu1241,Anu,South-Eastern Asia,threatened,6b,4000,161.6790849,basic,185.3503624
241,anal1239,Anal,South-Eastern Asia,shifting,5,23250,672.0057916,basic,2443.783861
242,obol1243,Obolo,Western Africa,not endangered,5,250000,234.3839976,detailed,659.0165427
243,ando1256,Andoque,South America,shifting,7,370,568.274292,detailed,927.1953918
244,angi1238,Angika,Southern Asia,threatened,5,743600,582.4558582,basic,8845.66006
245,jara1245,Jarawa (India),Southern Asia,threatened,6a,250,5.109064501,detailed,894.8844314
246,andh1242,Andh,Southern Asia,threatened,6b,100000,255.2680411,little or none,3278.249326
247,anse1238,Anserma,South America,extinct,10,0,0.0,basic,24089.24555
248,anta1253,Antakarinya,Australia and New Zealand,moribund,8b,12,3459.857682,basic,5235.605741
249,anua1242,Anuak,Africa,not endangered,5,140000,19902.09593,detailed,16940.08213
250,deny1238,Denya,Western Africa,threatened,5,11200,215.9996328,basic,1895.625621
251,anaa1238,Anaang,Western Africa,threatened,5,1400000,1399.546515,basic,2147.812076
252,andr1248,Andra-Hus,Oceania,not endangered,6a,1310,51.9685808,little or none,1.462429043
253,anyi1245,Anyin,Western Africa,not endangered,5,860000,10208.67624,detailed,22891.28697
254,anem1249,Anem,Oceania,shifting,5,800,130.022941,basic,479.0188705
255,abom1238,Abom,Oceania,nearly extinct,8b,15,8.66600778,little or none,1.406841653
256,pemo1248,Pemon,South America,threatened,6b,6010,2350.34057,detailed,56979.47589
257,anda1284,Andarum,Oceania,shifting,6a,1080,70.22681362,little or none,164.122842
258,anga1294,Angal Enen,Oceania,not endangered,5,22000,372.2102968,basic,347.7519696
259,brag1240,Bragat,Oceania,shifting,6a,460,22.4048877,little or none,34.95091831
260,ango1255,Angoram,Oceania,shifting,6a,8220,843.1288688,little or none,1238.624282
261,anin1240,Anindilyakwa,Australia and New Zealand,shifting,6a,1290,2237.957028,detailed,2590.05982
262,mufi1238,Mufian,Oceania,threatened,5,11000,375.5717151,basic,235.4536046
263,arho1237,Arhö,Oceania,moribund,8b,10,1.765120228,basic,140.052739
264,alor1247,Alorese,South-Eastern Asia,not endangered,6a,25000,328.1969786,detailed,134.4892846
265,omie1241,Ömie,Oceania,not endangered,5,800,77.51364723,basic,399.2576651
266,bumb1241,Bumbita Arapesh,Oceania,shifting,7,4340,159.8096202,basic,67.48822661
267,taik1255,Taikat,South-Eastern Asia,shifting,6a,500,9.35657114,basic,805.3726102
268,aton1241,Atong (India),Southern Asia,shifting,7,10000,25.15164212,detailed,970.7792513
269,ator1244,Atorada,South America,moribund,8a,0,0.0,little or none,1090.239617
270,uabm1237,Uab Meto,South-Eastern Asia,not endangered,5,700000,6844.180211,detailed,10893.85179
271,saaa1240,Sa'a,Oceania,not endangered,5,11500,532.2697248,basic,525.3955356
272,buki1249,Bukiyip,Oceania,shifting,6b,16200,458.6532927,detailed,830.6774282
273,ampa1239,Ampanang,South-Eastern Asia,not endangered,6a,30000,1018.340257,little or none,2526.323467
274,athp1241,Athpariya,Southern Asia,shifting,6b,5530,10.14544646,detailed,68.68098285
275,apia1248,Apiaká,South America,extinct,8b,1,24.95782409,basic,2343.407802
276,jica1244,Jicarilla Apache,Northern America,shifting,7,300,146.8921654,basic,1336.698677
277,kiow1264,Kiowa Apache,Northern America,extinct,8b,3,0.125521419,basic,122.5834892
278,mesc1238,Mescalero-Chiricahua Apache,Northern America,shifting,6b,1500,205.5570153,basic,1538.895013
279,apin1244,Apinayé,South America,shifting,5,1260,64.55492399,detailed,3609.236749
280,apal1255,Apalik,Oceania,not endangered,6a,1200,141.6478219,little or none,4.55679011
281,apma1240,Apma,Oceania,not endangered,6a,7800,369.5567543,detailed,200.1068948
282,arop1243,Arop-Lokep,Oceania,not endangered,5,3020,213.3512267,basic,520.8765062
283,arop1242,Arop-Sissano,Oceania,not endangered,5,1150,84.33019669,basic,38.82865555
284,apat1240,Apatani,Southern Asia,threatened,6b,28400,285.7758495,detailed,2454.072914
285,apur1254,Apurinã,South America,shifting,6b,2780,7596.990722,detailed,3724.833128
286,west2615,Western Apache,Northern America,shifting,6b,14000,2849.501446,detailed,8001.679453
287,aput1237,Aputai,South-Eastern Asia,shifting,8b,150,8.327882856,little or none,113.8859481
288,apal1257,Apalaí,South America,shifting,5,450,11834.4691,detailed,2475.876366
289,safe1240,Safeyoka,Oceania,not endangered,5,2390,107.4357762,detailed,730.0481264
290,arch1244,Archi,Europe,shifting,6b,970,22.65320052,detailed,64.41484443
291,arig1246,Arigidi,Western Africa,not endangered,6a,48000,128.7710012,basic,294.9155973
292,atoh1238,Atohwaim,South-Eastern Asia,threatened,6a,1000,171.9570158,little or none,348.8276071
293,nort2875,Northern Alta,South-Eastern Asia,shifting,7,200,1.061865086,little or none,25.85458687
294,arha1237,Arhâ,Oceania,moribund,8a,170,30.949976,basic,123.3097805
295,arab1267,Arabana,Australia and New Zealand,extinct,8b,12,3469.195771,detailed,35688.40828
296,west2441,Western Arrarnta,Australia and New Zealand,shifting,5,1000,57460.80973,detailed,43528.81487
297,arag1245,Aragonese,Europe,shifting,6b,10000,744.9470618,detailed,5636.633541
298,arhu1242,Arhuaco,South America,threatened,5,8000,83.48811037,detailed,2673.620447
299,arik1262,Arikara,Northern America,nearly extinct,8b,10,6.234603863,detailed,835.1163891
300,arap1275,Arapaso,South America,extinct,9,268,1398.785437,little or none,9411.248983
301,arik1265,Arikapú,South America,nearly extinct,8b,2,12.76473879,basic,774.8101475
302,arab1268,Arabela,South America,nearly extinct,8a,50,72.79827445,basic,983.3343635
303,mapu1245,Mapudungun,South America,shifting,6b,258410,69246.93791,detailed,160105.3158
304,arao1248,Araona,South America,shifting,6b,110,173.9140133,detailed,357.637593
305,arap1274,Arapaho,Northern America,moribund,6b,1000,491.2588038,detailed,5121.095977
306,karo1305,Karo (Brazil),South America,shifting,7,210,234.386622,detailed,1634.267858
307,arbo1245,Arbore,Africa,shifting,6a,7210,451.8016334,detailed,1683.492234
308,araw1276,Lokono,South America,moribund,8a,2450,531.5909789,detailed,11464.37652
309,arua1261,Aruá (Rondonia State),South America,nearly extinct,8a,12,2.205878524,little or none,357.4610772
310,asut1235,Asu (Tanzania),Africa,not endangered,6a,500000,11990.31516,basic,8368.333566
311,assi1247,Assiniboine,Northern America,shifting,8a,0,0.0,detailed,2931.043153
312,casu1237,Casuarina Coast Asmat,South-Eastern Asia,not endangered,6a,9000,1746.473876,little or none,1109.725409
313,cish1238,Western-Kambari-Cishingini,Western Africa,not endangered,5,100000,2110.265255,basic,20035.78639
314,abis1238,Aewa,South America,extinct,10,0,0.0,basic,9623.073536
315,buru1308,Buruwai,South-Eastern Asia,shifting,7,1000,169.4949653,little or none,1357.348503
316,nsar1238,Nsari,Africa,not endangered,5,7000,82.97199984,basic,114.2205856
317,ashk1246,Ashkun,Southern Asia,shifting,6a,40000,612.7202172,basic,932.0847781
318,asil1242,Asilulu,South-Eastern Asia,threatened,6b,8760,24.86513343,basic,42.97284345
319,assa1263,Assamese,Southern Asia,not endangered,2,12800000,30850.61753,detailed,52091.35658
320,xing1248,Xingú Asuriní,South America,shifting,6b,120,9327.512948,detailed,7338.452451
321,dano1240,Dano,Oceania,not endangered,5,30000,329.8448225,basic,214.8811632
322,asur1254,Asuri,Southern Asia,shifting,6a,7000,22.26944554,basic,1656.096747
323,ipul1238,Ipulo-Olulu,Africa,not endangered,6a,2500,29.9324649,basic,359.455172
324,astu1245,Asturian-Leonese-Cantabrian,Europe,not endangered,6b,110000,1772.660044,detailed,18342.97207
325,toca1235,Tocantins Asurini,South America,shifting,7,300,11.47964122,basic,1946.113344
326,asoa1238,Asoa,Africa,not endangered,6a,25500,1629.852988,basic,822.3698914
327,mura1271,Muratayak,Oceania,not endangered,6a,810,51.00042272,little or none,96.66876363
328,yaos1235,Yaosakor Asmat,South-Eastern Asia,shifting,7,2000,390.6953792,basic,506.9244523
329,asss1237,As,South-Eastern Asia,shifting,6b,230,3.293831922,little or none,103.8698821
330,pele1245,Pele-Ata,Oceania,shifting,4,2000,133.8396513,basic,582.342746
331,zaiw1241,Zaiwa,Asia,not endangered,5,110000,1227.335928,detailed,3285.785455
332,atam1240,Ata Manobo,South-Eastern Asia,not endangered,5,26700,115.4150154,basic,1725.306028
333,atem1241,Mand,Oceania,nearly extinct,8b,60,3.492028521,basic,3.074321203
334,ivbi1241,Ivbie North-Okpela-Arhe,Western Africa,not endangered,5,20000,64.85022164,basic,555.977351
335,atti1239,Attié,Western Africa,not endangered,5,381000,5085.614109,detailed,7744.326305
336,atik1240,Atikamekw,Northern America,threatened,5,5920,42801.81097,detailed,789.72738
337,atii1237,Ati,South-Eastern Asia,shifting,6a,1500,4.424691398,basic,653.1965577
338,mtir1236,Mt. Iraya Agta,South-Eastern Asia,nearly extinct,7,150,0.270646155,little or none,105.2993042
339,ataa1240,Ata,South-Eastern Asia,nearly extinct,8b,2,0.009784194,little or none,3728.271746
340,asht1244,Ashtiani,Southern Asia,threatened,7,21100,339.1341086,basic,5180.559069
341,aton1242,Atong,Africa,threatened,6b,4200,40.82795708,little or none,38.11386578
342,pudt1235,Pudtol Atta,South-Eastern Asia,threatened,6a,710,7.368722223,little or none,15.11742921
343,aral1243,Aralle-Tabulahan,South-Eastern Asia,not endangered,5,12000,126.104678,basic,454.7585725
344,waim1253,Waimiri-Atroari,South America,shifting,6a,930,2496.305133,detailed,30972.42281
345,gros1243,Gros Ventre,Northern America,extinct,8b,10,17.05930554,basic,328.2828283
346,pamp1244,Pamplona Atta,South-Eastern Asia,not endangered,5,1000,11.94715929,basic,91.74695149
347,reel1238,Reel,Africa,threatened,6a,50000,2159.485767,detailed,1523.319645
348,nort2686,Northern Altai,Europe,shifting,6b,57400,80448.96479,basic,10499.03273
349,arut1244,Arutani,South America,extinct,8b,42,41.46586423,basic,2900.442348
350,anei1239,Aneityum,Oceania,shifting,5,900,138.9748078,detailed,158.2772385
351,arta1239,Arta,South-Eastern Asia,nearly extinct,8b,11,0.07252615,detailed,76.9541718
352,asum1237,Asumboa,Oceania,moribund,8b,10,0.771501595,little or none,20.00220512
353,alug1235,Alugu,Asia,not endangered,6a,3500,20.49548998,little or none,836.0004929
354,waor1240,Waorani,South America,shifting,6b,1650,930.1192867,detailed,8872.153219
355,anut1237,Anuta,Oceania,shifting,8a,270,,basic,0.34196787
356,agun1238,Aguna,Western Africa,shifting,6a,3470,33.44957442,little or none,991.9974429
357,aush1241,Aushi,Africa,not endangered,6a,100000,1792.674177,basic,13005.68873
358,anuk1239,Anuki,Oceania,shifting,5,890,48.44050106,little or none,159.6840559
359,awji1241,Awjilah,Arab,shifting,8a,3000,2700.294649,detailed,3628.658461
360,heyo1240,Heyo,Oceania,shifting,6a,2710,191.1418723,little or none,290.8089772
361,aulu1238,Aulua,Oceania,shifting,6a,750,91.82062981,basic,72.31567175
362,asun1235,Asu (Nigeria),Western Africa,not endangered,6a,5000,83.76700768,little or none,572.4856353
363,molm1235,Molmo One,Oceania,shifting,6a,500,50.70555003,basic,28.81205235
364,maka1315,Makayam,Oceania,not endangered,6a,1300,746.7498689,little or none,498.2559114
365,anus1237,Anus,South-Eastern Asia,shifting,7,320,57.83051808,little or none,103.3888354
366,arue1240,Aruek,Oceania,shifting,6a,740,27.27043358,little or none,435.7004014
367,aust1304,Austral,Oceania,shifting,7,3000,,little or none,100.1624843
368,auye1238,Auye,South-Eastern Asia,shifting,5,350,13.56214175,basic,1028.210506
369,awyi1241,Awyi,South-Eastern Asia,shifting,8a,350,7.206252756,little or none,173.9127053
370,aura1243,Aurê y Aurá,South America,extinct,10,0,0.0,little or none,25122.55045
371,awiy1238,Awiyaana,Oceania,not endangered,5,11100,239.6015959,basic,343.7381681
372,avar1256,Avar,Europe,threatened,3,761000,11996.38354,detailed,9729.407997
373,avau1237,Avau,Oceania,not endangered,6a,620,53.89811606,little or none,30.5257839
374,alvi1241,Alviri-Vidari,Southern Asia,moribund,7,0,0.0,detailed,291.5712894
375,aves1237,Avestan,Southern Asia,extinct,10,0,0.0,detailed,28829.78665
376,avik1243,Avikam,Western Africa,not endangered,5,21000,312.2686363,basic,382.0450442
377,avat1244,Avatime,Western Africa,not endangered,5,24000,143.4469642,detailed,107.2510691
378,aush1242,Aushiri,South America,extinct,10,0,0.0,little or none,10835.77625
379,auuu1241,Au,Oceania,shifting,5,8000,615.9089905,basic,219.4572692
380,avok1242,Avokaya,Africa,not endangered,5,65000,3233.970146,basic,4631.453114
381,avac1239,Avá-Canoeiro,South America,moribund,8b,14,4.045779282,detailed,3432.796043
382,awad1243,Awadhi,Southern Asia,not endangered,5,3032000,2465.548365,detailed,29669.57201
383,awap1236,Awa (Papua New Guinea),Oceania,not endangered,5,2050,54.03013527,basic,289.9220972
384,cici1237,Cicipu,Western Africa,threatened,6a,20000,238.6269284,detailed,668.4319062
385,awet1244,Awetí,South America,shifting,6b,170,361.4440728,detailed,546.8935181
386,awbo1238,Awbono,South-Eastern Asia,threatened,6b,100,6.745920154,little or none,531.3219459
387,aeky1238,Aekyom,Oceania,not endangered,5,8000,1792.927649,basic,4738.536706
388,awab1243,Awabakal,Australia and New Zealand,extinct,9,0,0.0,basic,7875.887918
389,araw1272,Arawum,Oceania,moribund,6b,60,2.777040806,little or none,31.4517669
390,awng1244,Awngi,Africa,not endangered,4,489000,5516.325926,basic,13214.34802
391,awak1250,Awak,Western Africa,not endangered,6a,6000,25.24142336,little or none,68.68952108
392,awer1241,Awera,South-Eastern Asia,shifting,7,70,8.813335263,basic,479.3346167
393,sout2941,South Awyu,South-Eastern Asia,threatened,6b,9340,1078.378931,basic,1988.966467
394,araw1273,Araweté,South America,shifting,6b,280,21764.19688,detailed,7338.452451
395,cent2118,Central Awyu,South-Eastern Asia,not endangered,6a,7500,1004.699677,little or none,4793.611438
396,jair1235,Kia River Awyu,South-Eastern Asia,threatened,6a,2300,388.2119647,little or none,1497.25657
397,awun1245,Auwon,Oceania,shifting,6a,400,39.27533627,little or none,171.0494216
398,awar1248,Awara,Oceania,not endangered,6a,1900,79.11462619,detailed,210.6408862
399,eder1237,Edera Awyu,South-Eastern Asia,threatened,6b,3870,508.2160463,little or none,1778.542572
400,mato1253,Mato Grosso Arára,South America,extinct,9,150,13.20660939,little or none,43828.49386
401,yaka1272,Yaka (Central African Republic),Africa,threatened,5,30000,2117.644266,basic,72248.95737
402,xara1243,Xaragure,Oceania,threatened,7,760,29.85188174,basic,1248.860362
403,awar1249,Awar,Oceania,moribund,7,1090,59.66092708,detailed,35.55971426
404,ayiz1245,Ayizo Gbe,Western Africa,not endangered,6a,227000,396.3993592,basic,2306.11399
405,sout2996,Southern Aymara,South America,not endangered,6a,219000,46545.41448,detailed,9295.170175
406,ayab1239,Yintyinka-Ayabadhu,Australia and New Zealand,nearly extinct,10,0,0.0,basic,4978.382795
407,ayer1245,Ayere,Western Africa,threatened,6a,3000,8.736424701,little or none,155.1294324
408,giny1241,Ginyanga,Western Africa,not endangered,6a,12000,184.771775,basic,588.5828821
409,leyi1238,Leyigha,Western Africa,not endangered,6a,10000,26.62701997,little or none,17.24827052
410,akuk1235,Akuku,Western Africa,not endangered,6a,0,0.0,little or none,153.8678394
411,ayor1240,Ayoreo,South America,shifting,5,4300,21746.89994,basic,70112.4316
412,ayip1235,Ayi (Papua New Guinea),Oceania,shifting,6a,430,39.61951902,little or none,142.4548011
413,cent2142,Central Aymara,South America,threatened,6b,2589000,1550906.387,detailed,252678.1168
414,bata1297,Bataan Ayta,South-Eastern Asia,shifting,6b,1000,0.478780742,little or none,69.87881092
415,ayuu1242,Ayu,Western Africa,moribund,8a,800,3.904723656,basic,0.261949741
416,maib1239,Maybrat-Karon,South-Eastern Asia,not endangered,5,20000,1294.830558,detailed,8377.771006
417,azha1235,Azha,Asia,not endangered,6a,53000,391.4412573,basic,1727.853625
418,sout2697,South Azerbaijani,Arab,not endangered,3,16660000,516103.6326,detailed,132091.3795
419,sanp1260,San Pedro Amuzgos Amuzgo,Central America,not endangered,6b,3480,66.60467775,basic,58.12837297
420,nort2697,North Azerbaijani,Europe,not endangered,1,7094000,65504.93807,detailed,86057.27882
421,ipal1235,Ipalapa Amuzgo,Central America,threatened,7,900,16.93361619,basic,42.63057776
422,awin1248,Awing,Africa,not endangered,5,19000,73.9118673,basic,116.0115609
423,fair1238,Faire Atta,South-Eastern Asia,shifting,6b,300,2.171015402,little or none,54.55942272
424,high1278,Highland Puebla Nahuatl,Central America,not endangered,5,125000,600.9451245,detailed,516.8597071
425,baba1268,Babatana,Oceania,not endangered,5,7070,867.3957608,basic,1998.587018
426,bain1259,Bainounk-Gujaher,Western Africa,threatened,6a,8860,88.57700229,detailed,1148.662924
427,badu1237,Badui,South-Eastern Asia,not endangered,6a,20000,12.73718235,little or none,808.7135861
428,bare1276,Baré,South America,nearly extinct,8b,240,553.3194422,basic,8729.599336
429,nuba1241,Nubaca,Africa,shifting,6b,4500,106.1228667,basic,16.78321602
430,tuki1240,Tuki,Africa,not endangered,6a,26000,790.7409121,basic,1232.795688
431,bara1367,Barakai,South-Eastern Asia,not endangered,6a,4450,317.3309505,little or none,58.68151096
432,bash1264,Bashkir,Europe,threatened,4,1150000,25360.84786,detailed,104851.9217
433,bamb1269,Bambara,Western Africa,not endangered,4,4005500,62675.36694,detailed,137322.4578
434,bali1278,Balinese,South-Eastern Asia,not endangered,5,3330000,3759.152836,detailed,5888.947057
435,waim1255,Waimaha,South America,shifting,5,539,258.9260271,basic,2621.429616
436,bant1281,Bantawa,Southern Asia,shifting,6b,147400,299.9906263,detailed,1623.793191
437,bava1246,Bavarian,Europe,threatened,5,14080000,38586.49335,detailed,52232.99604
438,basa1284,Basa (Cameroon),Africa,not endangered,5,230000,11436.99804,detailed,16015.30496
439,bada1258,Bada (Nigeria),Western Africa,not endangered,6a,40000,328.0546282,basic,620.8380566
440,veng1238,Vengo,Africa,not endangered,5,27000,128.6520577,detailed,143.4367002
441,bamb1266,Bambili-Bambui,Africa,not endangered,6a,10000,46.16425778,detailed,111.7715445
442,bamu1253,Bamun,Africa,not endangered,3,215000,1791.736005,detailed,7089.912229
