,name,macroarea,latitude,longitude,glottocode,countries,family_id,lineage,level,category,aes
26100,Ua Huka,Papunesia,-8.89412,-140.108,uahu1237,,aust1307,,dialect,Dialect,
26101,Fatu Hiva,Papunesia,-9.75663,-138.979,fatu1237,,aust1307,,dialect,Dialect,
26102,Tahuta,Papunesia,-9.75663,-138.979,tahu1239,,aust1307,,dialect,Dialect,
26103,Hiva Oa,Papunesia,-9.75663,-138.979,hiva1242,,aust1307,,dialect,Dialect,
26104,Petspets,Papunesia,-5.67474,154.971,pets1237,,aust1307,,dialect,Dialect,
26105,Wainanana,Papunesia,-5.67474,154.971,wain1246,,aust1307,,dialect,Dialect,
26106,Losiara,Papunesia,-5.67474,154.971,losi1240,,aust1307,,dialect,Dialect,
26107,Taunita,Papunesia,-5.67474,154.971,taun1250,,aust1307,,dialect,Dialect,
26108,Melilup,Papunesia,-5.67474,154.971,meli1237,,aust1307,,dialect,Dialect,
26109,Ratsua,Papunesia,-5.5245,154.8006,rats1237,PG,aust1307,,dialect,Dialect,2
26110,Kurur,Papunesia,-5.59031,154.801,kuru1306,,aust1307,,dialect,Dialect,
26111,Aravia,Papunesia,-5.59031,154.801,arav1240,,aust1307,,dialect,Dialect,
26112,Vapopeo',Papunesia,-5.58358,154.972,vapo1239,,aust1307,,dialect,Dialect,
26113,Vado,Papunesia,-5.58358,154.972,vado1244,,aust1307,,dialect,Dialect,
26114,Vapopeo'-Rausaura,Papunesia,-5.58358,154.972,vapo1240,,aust1307,,dialect,Dialect,
26115,Vasui,Papunesia,-5.58358,154.972,vasu1237,,aust1307,,dialect,Dialect,
26116,Vado-Vaene',Papunesia,-5.58358,154.972,vado1245,,aust1307,,dialect,Dialect,
26117,Vaene',Papunesia,-5.58358,154.972,vaen1237,,aust1307,,dialect,Dialect,
26118,Vavoehpoa',Papunesia,-5.58358,154.972,vavo1237,,aust1307,,dialect,Dialect,
26119,Motiem,Africa,10.2523,0.70509,moti1240,,atla1278,,dialect,Dialect,
26120,Koumongou,Africa,10.2523,0.70509,koum1238,,atla1278,,dialect,Dialect,
26121,Likoonli,Africa,9.82224,0.2783,liko1247,,atla1278,,dialect,Dialect,
26122,Lichabool-Nalong,Africa,9.82224,0.2783,lich1242,,atla1278,,dialect,Dialect,
26123,Linafiel,Africa,9.82224,0.2783,lina1244,,atla1278,,dialect,Dialect,
26124,Ligbeln,Africa,9.82224,0.2783,ligb1243,,atla1278,,dialect,Dialect,
26125,Limonkpel,Africa,9.82224,0.2783,limo1247,,atla1278,,dialect,Dialect,
26126,Bimoba,Africa,10.4575,0.06121,bimo1239,GH;TG,atla1278,,language,Spoken_L1_Language,2
26127,Moba,Africa,10.9496,0.159565,moba1244,BF;GH;TG,atla1278,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/gurm1248/gurm1249/gurm1250/gour1248/moba1243,language,Spoken_L1_Language,1
26128,Southern Gourmanchema,Africa,11.6711,1.28489,sout2788,,atla1278,,dialect,Dialect,
26129,Northern Gourmanchema,Africa,11.6711,1.28489,nort2778,,atla1278,,dialect,Dialect,
26130,Central Gourmanchema,Africa,11.6711,1.28489,cent2024,,atla1278,,dialect,Dialect,
26131,North-West Dagaric,,10.2900375,-2.9144375,nort3237,,atla1278,,family,Family,
26132,Central-South Dagaric,,10.637575,-2.4609050000000003,cent2291,,atla1278,,family,Family,
26133,Farefare,Africa,11.0918,-0.81109,fare1241,BF;GH,atla1278,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/west2461/nucl1748/nort3234/moss1237/fraf1239,language,Spoken_L1_Language,1
26134,Nabit,Africa,10.857778,-0.671111,nabi1240,GH,atla1278,,language,Spoken_L1_Language,
26135,Kantosi,Africa,10.9703,-1.92807,kant1249,BF;GH,atla1278,,language,Spoken_L1_Language,3
26136,Mossi,Africa,11.95,-1.32,moss1236,BF;CI;GH;ML;TG,atla1278,,language,Spoken_L1_Language,1
26137,Western Mampruli,Africa,10.3884,-0.74675,west2462,,atla1278,,dialect,Dialect,
26138,Eastern Mampruli,Africa,10.3884,-0.74675,east2395,,atla1278,,dialect,Dialect,
26139,Nanuni,Africa,9.64745,-0.43227,nanu1239,,atla1278,,dialect,Dialect,
26140,Northern Hanga,Africa,9.33929,-1.57833,nort2781,,atla1278,,dialect,Dialect,
26141,Southern Hanga,Africa,9.33929,-1.57833,sout2792,,atla1278,,dialect,Dialect,
26142,Southern Gunu,Africa,4.63103,11.1837,sout2825,,atla1278,,dialect,Dialect,
26143,Northern Gunu,Africa,4.63103,11.1837,nort2808,,atla1278,,dialect,Dialect,
26144,Nukanya,Africa,4.45694,11.193,nuka1243,,atla1278,,dialect,Dialect,
26145,Nulamba,Africa,4.45694,11.193,nula1234,,atla1278,,dialect,Dialect,
26146,Nuyambassa,Africa,4.45694,11.193,nuya1234,,atla1278,,dialect,Dialect,
26147,Pulana,Africa,-24.7993,29.4718,pula1264,,atla1278,,dialect,Dialect,
26148,Pai (Pedi),Africa,-24.7993,29.4718,paii1250,,atla1278,,dialect,Dialect,
26149,Khutswe,Africa,-24.7993,29.4718,khut1241,,atla1278,,dialect,Dialect,
26150,Phuthi (Southern Sotho),Africa,-28.78,27.89,phut1245,,atla1278,,dialect,Dialect,
26151,Taung,Africa,-28.78,27.89,taun1249,,atla1278,,dialect,Dialect,
26152,Ndlambe,Africa,-31.0389,28.0769,ndla1238,,atla1278,,dialect,Dialect,
26153,Mpondomise,Africa,-31.0389,28.0769,mpon1251,,atla1278,,dialect,Dialect,
26154,Bhaca,Africa,-31.0389,28.0769,bhac1238,,atla1278,,dialect,Dialect,
26155,Bomvana,Africa,-31.0389,28.0769,bomv1238,,atla1278,,dialect,Dialect,
26156,Gaika,Africa,-31.0389,28.0769,gaik1241,,atla1278,,dialect,Dialect,
26157,Gcaleka,Africa,-31.0389,28.0769,geal1238,,atla1278,,dialect,Dialect,
26158,Xesibe,Africa,-31.0389,28.0769,xesi1238,,atla1278,,dialect,Dialect,
26159,Rhathabe,Africa,-31.0389,28.0769,rhat1239,,atla1278,,dialect,Dialect,
26160,Thembu,Africa,-31.0389,28.0769,them1241,,atla1278,,dialect,Dialect,
26161,Mfengu,Africa,-31.0389,28.0769,mfen1238,,atla1278,,dialect,Dialect,
26162,Cele,Africa,-31.0389,28.0769,cele1241,,atla1278,,dialect,Dialect,
26163,Hlubi,Africa,-31.0389,28.0769,hlub1242,,atla1278,,dialect,Dialect,
26164,Mpondo,Africa,-31.0389,28.0769,mpon1252,,atla1278,,dialect,Dialect,
26165,Swati,Africa,-26.0,31.5,swat1243,LS;MZ;SZ;ZA,atla1278,,language,Spoken_L1_Language,1
26166,Zimbabwean Ndebele,Africa,-20.2513,27.4096,nort2795,BW;ZM;ZW,atla1278,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/ngun1275/ngun1276/ngun1267,language,Spoken_L1_Language,1
26167,Qwabe,Africa,-28.9,30.2,qwab1238,,atla1278,,dialect,Dialect,
26168,South Transvaal Ndebele,Africa,-28.9,30.2,sout3270,ZA,atla1278,,dialect,Dialect,1
26169,Ngoni of Malawi,Africa,-28.9,30.2,ngon1266,,atla1278,,dialect,Dialect,
26170,Putru,Africa,-26.7329,32.6167,putr1238,,atla1278,,dialect,Dialect,
26171,Kalanga (Ronga),Africa,-26.7329,32.6167,kala1385,,atla1278,,dialect,Dialect,
26172,Konde,Africa,-26.7329,32.6167,kond1296,,atla1278,,dialect,Dialect,
26173,Bila (Tsonga),Africa,-23.5754,31.8105,bila1254,,atla1278,,dialect,Dialect,
26174,Xonga,Africa,-23.5754,31.8105,xong1238,,atla1278,,dialect,Dialect,
26175,N'walungu,Africa,-23.5754,31.8105,nwal1238,,atla1278,,dialect,Dialect,
26176,Nhlanganu,Africa,-23.5754,31.8105,nhla1238,,atla1278,,dialect,Dialect,
26177,Gwamba,Africa,-23.5754,31.8105,gwam1246,,atla1278,,dialect,Dialect,
26178,Jonga,Africa,-23.5754,31.8105,jong1238,,atla1278,,dialect,Dialect,
26179,Luleke,Africa,-23.5754,31.8105,lule1255,,atla1278,,dialect,Dialect,
26180,Changana,Africa,-23.5754,31.8105,chan1318,,atla1278,,dialect,Dialect,
26181,Hlave,Africa,-23.5754,31.8105,hlav1238,,atla1278,,dialect,Dialect,
26182,Kande (Tsonga),Africa,-23.5754,31.8105,kand1297,,atla1278,,dialect,Dialect,
26183,Nkuma,Africa,-23.5754,31.8105,nkum1249,,atla1278,,dialect,Dialect,
26184,Marachi,Africa,0.34,34.22,mara1393,KE,atla1278,,language,Spoken_L1_Language,1
26185,Khayo,Africa,0.54,34.25,khay1238,KE;UG,atla1278,,language,Spoken_L1_Language,1
26186,Tachoni,Africa,0.6079,34.8298,tach1242,KE,atla1278,,language,Spoken_L1_Language,1
26187,Kabras,Africa,0.29,34.83,kabr1240,KE,atla1278,,language,Spoken_L1_Language,1
26188,East Nyala,Africa,0.38163,34.6626,east2409,KE,atla1278,,language,Spoken_L1_Language,1
26189,Tsotso,Africa,0.2975,34.6961,tsot1241,KE,atla1278,,language,Spoken_L1_Language,1
26190,Marama,Africa,0.19,34.49,mara1392,KE,atla1278,,language,Spoken_L1_Language,1
26191,Kisa,Africa,0.1529,34.5708,kisa1263,KE,atla1278,,language,Spoken_L1_Language,1
26192,Ikoma,Africa,-1.94989,34.5361,ikom1246,,atla1278,,dialect,Dialect,
26193,Nata,Africa,-1.94989,34.5361,nata1256,,atla1278,,dialect,Dialect,
26194,Tuku,Africa,0.57291,30.6389,tuku1253,,atla1278,,dialect,Dialect,
26195,Rutagwenda,Africa,0.95294,31.3493,ruta1240,,atla1278,,dialect,Dialect,
26196,Orunyoro,Africa,0.95294,31.3493,orun1241,,atla1278,,dialect,Dialect,
26197,Orutagwenda,Africa,-0.46364,30.548,orut1238,,atla1278,,dialect,Dialect,
26198,Hororo,Africa,-0.46364,30.548,horo1246,,atla1278,,dialect,Dialect,
26199,Hima,Africa,-0.46364,30.548,hima1248,,atla1278,,dialect,Dialect,
26200,Mpiin,Africa,-4.55057,18.4978,mpii1240,,atla1278,,dialect,Dialect,
26201,Nsong,Africa,-4.55057,18.4978,nson1240,,atla1278,,dialect,Dialect,
26202,Hungan,Africa,-3.69695,18.4312,hung1278,CD,atla1278,,language,Spoken_L1_Language,2
26203,Samba,Africa,-6.21344,17.1658,samb1309,CD,atla1278,,language,Spoken_L1_Language,2
26204,Kikongoic,,-4.163984141276042,13.792929645833333,kiko1234,,atla1278,,family,Family,
26205,Yaka-Suku,,-5.874475,17.274299999999997,yaka1278,,atla1278,,family,Family,
26206,Mput,Africa,-3.8231,18.2341,mput1234,,atla1278,,dialect,Dialect,
26207,Ntsambaan,Africa,-3.8231,18.2341,ntsa1234,,atla1278,,dialect,Dialect,
26208,Bibaana,Africa,-4.20697,15.3893,biba1234,,atla1278,,dialect,Dialect,
26209,Ngee,Africa,-4.20697,15.3893,ngee1239,,atla1278,,dialect,Dialect,
26210,South Boma,Africa,-4.20697,15.3893,sout3357,,atla1278,,dialect,Dialect,
26211,Ibali Teke,Africa,-4.20697,15.3893,bali1275,,atla1278,,dialect,Dialect,
26212,Ntswar,Africa,-4.26573,16.2559,ntsw1238,,atla1278,,dialect,Dialect,
26213,Ntsiam,Africa,-4.26573,16.2559,ntsi1238,,atla1278,,dialect,Dialect,
26214,Sakata-Tiinic,,-2.787755,17.549533333333336,saka1301,,atla1278,,family,Family,
26215,Boma Yumu,Africa,-3.27,17.45,boma1246,CD,atla1278,,language,Spoken_L1_Language,1
26216,Mpuun,Africa,-4.27,15.72,mpuu1242,,atla1278,,dialect,Dialect,
26217,Wuumu,Africa,-4.27,15.72,wuum1238,,atla1278,,dialect,Dialect,
26218,Ngungwel-Eboo,,-2.1023845,15.6225385,ngun1278,,atla1278,,family,Family,
26219,Interior Kasai-Ngounie,,-3.0339687952043044,14.439810342673391,inte1264,,atla1278,,family,Family,
26220,Vanuma-Nyali,,1.429725,29.91679,vanu1247,,atla1278,,family,Family,
26221,Budu-Ndaka-Mbo,,1.6648624999999997,27.972325,budu1266,,atla1278,,family,Family,
26222,Belueli,Africa,1.314698,28.933744,belu1239,CD,atla1278,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/inne1246/kele1261/kele1263/sopo1239/sole1244/lebo1246/nyal1255,language,Spoken_L1_Language,
26223,Late Bomokandian,,2.721833333333333,24.46063333333333,late1250,,atla1278,,family,Family,
26224,Liko,Africa,2.13777,27.6088,lika1243,CD,atla1278,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1250/ngom1276/abab1240/oldb1234/midd1348,language,Spoken_L1_Language,1
26225,Bera,Africa,1.50054,30.0293,bera1259,CD,atla1278,,language,Spoken_L1_Language,2
26226,Amba (Uganda),Africa,0.81206,30.0014,amba1263,CD;UG,atla1278,,language,Spoken_L1_Language,2
26227,Bilaic,,0.4925936899849083,27.623476907857896,bila1258,,atla1278,,family,Family,
26228,Extreme North Vestigial Suffixes Bantu,,3.872019999999999,27.5275,extr1247,,atla1278,,family,Family,
26229,Ngendan,,4.499231666666667,26.37933333333333,ngen1255,,atla1278,,family,Family,
26230,Bakundumu,Africa,1.1807,26.5941,baku1261,,atla1278,,dialect,Dialect,
26231,Bemili,Africa,1.1807,26.5941,bemi1238,,atla1278,,dialect,Dialect,
26232,Bekeni,Africa,1.1807,26.5941,beke1238,,atla1278,,dialect,Dialect,
26233,Bafwandaka,Africa,1.1807,26.5941,bafw1242,,atla1278,,dialect,Dialect,
26234,Likuba,Africa,-1.27931,16.4702,liku1242,CD;CG,atla1278,,language,Spoken_L1_Language,1
26235,Likwala,Africa,-0.48981,16.5967,likw1239,CG,atla1278,,language,Spoken_L1_Language,1
26236,Lingala-Bangala,,0.1135569999999999,21.037585,ling1269,,atla1278,,family,Family,
26237,Bobangi,Africa,-0.87437,17.227,bang1354,CD;CF;CG,atla1278,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1252/ngir1254/boba1248/boba1249/boba1250,language,Spoken_L1_Language,2
26238,Moye,Africa,-1.72413,16.4556,moye1235,,atla1278,,dialect,Dialect,
26239,Bobangi-Nunu,Africa,-1.72413,16.4556,boba1252,,atla1278,,dialect,Dialect,
26240,Loi (Congo),Africa,0.93777,18.1266,loii1242,,atla1278,,dialect,Dialect,
26241,Dzamba,Africa,0.93777,18.1266,dzam1242,,atla1278,,dialect,Dialect,
26242,Mampoko,Africa,0.93777,18.1266,mamp1245,,atla1278,,dialect,Dialect,
26243,Makutu,Africa,0.93777,18.1266,maku1274,,atla1278,,dialect,Dialect,
26244,Monia,Africa,1.97729,18.8886,moni1259,,atla1278,,dialect,Dialect,
26245,Kutu (Libinza),Africa,1.97729,18.8886,kutu1265,,atla1278,,dialect,Dialect,
26246,Boniange,Africa,1.97729,18.8886,boni1238,,atla1278,,dialect,Dialect,
26247,Lobo,Africa,2.11942,20.8759,lobo1240,,atla1278,,dialect,Dialect,
26248,Lipanja,Africa,2.11942,20.8759,lipa1240,,atla1278,,dialect,Dialect,
26249,Bembe (Mabaale),Africa,2.11942,20.8759,bemb1259,,atla1278,,dialect,Dialect,
26250,Mbinga,Africa,2.11942,20.8759,mbin1238,,atla1278,,dialect,Dialect,
26251,Banza,Africa,2.11942,20.8759,banz1241,,atla1278,,dialect,Dialect,
26252,Yaliambi,Africa,2.19951,22.6107,yali1255,,atla1278,,dialect,Dialect,
26253,Monzamboli,Africa,2.19951,22.6107,monz1250,,atla1278,,dialect,Dialect,
26254,Bosambi,Africa,2.19951,22.6107,bosa1244,,atla1278,,dialect,Dialect,
26255,Mbila,Africa,2.19951,22.6107,mbil1239,,atla1278,,dialect,Dialect,
26256,Grenadian Creole English,North America,12.0067,-61.6989,gren1247,GD,indo1319,,language,Spoken_L1_Language,1
26257,Tobagonian Creole English,South America,11.2388,-60.6791,toba1282,TT,indo1319,,language,Spoken_L1_Language,1
26258,Sea Island Creole English,North America,33.6632,-79.6036,gull1241,US,indo1319,,language,Spoken_L1_Language,2
26259,Afro-Seminole Creole,North America,31.7843,-99.2934,afro1254,MX;US,indo1319,,language,Spoken_L1_Language,4
26260,Bahamian Gullah,,,,baha1261,,indo1319,,family,Family,
26261,Trinidadian Creole English,South America,10.4208,-61.4171,trin1276,TT,indo1319,,language,Spoken_L1_Language,1
26262,Bajan,North America,13.1365,-59.5346,baja1265,BB,indo1319,,language,Spoken_L1_Language,1
26263,Guyanese Creole English,South America,9.0,-62.0,creo1235,GY;SR,indo1319,,language,Spoken_L1_Language,1
26264,British Creole,North America,18.13,-77.2612,brit1243,,indo1319,,dialect,Dialect,
26265,Basilectal Jamaican Creole,North America,18.13,-77.2612,basi1249,,indo1319,,dialect,Dialect,
26266,Belize Kriol English,North America,17.3941,-88.6281,beli1260,BZ;US,indo1319,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243/beli1261,language,Spoken_L1_Language,3
26267,Nicaragua Creole English,North America,12.4402,-83.7386,nica1252,NI,indo1319,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/misk1243/beli1261,language,Spoken_L1_Language,2
26268,Paramaccan,South America,4.3126,-54.6419,para1317,,indo1319,,dialect,Dialect,
26269,Aluku,South America,4.3126,-54.6419,aluk1239,,indo1319,,dialect,Dialect,
26270,Essex,Eurasia,53.0,-1.0,esse1265,,indo1319,,dialect,Dialect,
26271,Northamptonshire-Cambridgeshire,Eurasia,53.0,-1.0,nort3302,,indo1319,,dialect,Dialect,
26272,Newfoundland English,Eurasia,53.0,-1.0,newf1239,,indo1319,,dialect,Dialect,
26273,Dorset-Somerset,Eurasia,53.0,-1.0,dors1240,,indo1319,,dialect,Dialect,
26274,Wiltshire-Hampshire,Eurasia,53.0,-1.0,wilt1234,,indo1319,,dialect,Dialect,
26275,Channel Islands English,Eurasia,49.4259,-2.3625,chan1327,GG;JE,indo1319,,dialect,Dialect,
26276,East Cornwall-Devon,Eurasia,53.0,-1.0,east2827,,indo1319,,dialect,Dialect,
26277,Lower Southeastern Southwestern English,Eurasia,53.0,-1.0,lowe1446,,indo1319,,dialect,Dialect,
26278,Berkshire,Eurasia,53.0,-1.0,berk1234,,indo1319,,dialect,Dialect,
26279,Ozark English,Eurasia,53.0,-1.0,ozar1236,,indo1319,,dialect,Dialect,
26280,Appalachian English,Eurasia,53.0,-1.0,appa1236,,indo1319,,dialect,Dialect,
26281,Urban African American Vernacular English,Eurasia,53.0,-1.0,urba1236,,indo1319,,dialect,Dialect,
26282,Earlier African American Vernacular English,Eurasia,53.0,-1.0,earl1247,,indo1319,,dialect,Dialect,
26283,Rural African American Vernacular English,Eurasia,53.0,-1.0,rura1252,,indo1319,,dialect,Dialect,
26284,Liberian Settler English,Eurasia,53.0,-1.0,libe1248,,indo1319,,dialect,Dialect,
26285,Morisyen,Africa,-20.2613,57.5517,mori1278,MU,indo1319,,language,Spoken_L1_Language,1
26286,Seselwa Creole French,Africa,-4.62314,55.4503,sese1246,SC,indo1319,,language,Spoken_L1_Language,1
26287,Nouchi,Africa,5.317,-4.033,nouc1234,CI,indo1319,,language,Spoken_L1_Language,1
26288,French,Eurasia,48.0,2.0,stan1290,AD;BE;CA;CH;FR;GF;IT;LU;MC;PM;TF;US,indo1319,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/glob1239,language,Spoken_L1_Language,1
26289,Gulf Coast French,North America,30.379584,-89.268008,gulf1242,US,indo1319,,language,Spoken_L1_Language,6
26290,Haitian,North America,18.795135,-72.136115,hait1244,DO;HT,indo1319,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/circ1240,language,Spoken_L1_Language,1
26291,Guyanic Creole French,,,,guya1252,,indo1319,,family,Family,
26292,Lesser Antillean French Creole,,,,less1242,,indo1319,,family,Family,
26293,Louisiana Creole French,North America,30.0412,-90.7475,loui1240,US,indo1319,,language,Spoken_L1_Language,4
26294,Korlai Portuguese,Eurasia,19.0348,73.0099,korl1238,IN,indo1319,,language,Spoken_L1_Language,1
26295,Daman-Diu Portuguese,Eurasia,20.396759,72.84146,dama1278,IN,indo1319,,language,Spoken_L1_Language,2
26296,Português de Bidau,Papunesia,-8.65995,125.59,port1291,,indo1319,,dialect,Dialect,
26297,Macaísta,Papunesia,-8.65995,125.59,maca1263,,indo1319,,dialect,Dialect,
26298,Saotomic,,,,saot1242,,indo1319,,family,Family,
26299,Annobonese,Africa,-1.43033,5.61879,fada1250,GQ,indo1319,,language,Spoken_L1_Language,1
26300,Bissau-Bolama Creole,Africa,13.2335066667,-15.33254,biss1249,,indo1319,,dialect,Dialect,
26301,Bafatá Creole,Africa,13.2335066667,-15.33254,bafa1250,,indo1319,,dialect,Dialect,
26302,Cacheu-Ziguinchor Creole,Africa,13.2335066667,-15.33254,cach1242,,indo1319,,dialect,Dialect,
26303,Kabuverdianu Sotavento,Africa,15.0586,-23.6148,kabu1257,,indo1319,,dialect,Dialect,
26304,Sotavento,Africa,15.0586,-23.6148,sota1243,,indo1319,,dialect,Dialect,
26305,Barlavento,Africa,15.0586,-23.6148,barl1241,,indo1319,,dialect,Dialect,
26306,Galician Portuguese,Eurasia,39.91,-8.1,gali1257,,indo1319,,dialect,Dialect,
26307,Brazilian Portuguese,Eurasia,39.91,-8.1,braz1246,,indo1319,,dialect,Dialect,
26308,Madeira-Azores,Eurasia,39.91,-8.1,made1251,,indo1319,,dialect,Dialect,
26309,Estremenho,Eurasia,39.91,-8.1,estr1243,,indo1319,,dialect,Dialect,
26310,Old Portuguese,Eurasia,39.91,-8.1,oldp1257,,indo1319,,dialect,Dialect,
26311,Beira,Eurasia,39.91,-8.1,beir1241,,indo1319,,dialect,Dialect,
26312,Zamboangueño,Papunesia,7.435034,122.18849,zamb1243,,indo1319,,dialect,Dialect,
26313,Cotobato Chavacano,Papunesia,7.435034,122.18849,coto1252,,indo1319,,dialect,Dialect,
26314,Davawenyo Zamboanguenyo,Papunesia,7.435034,122.18849,dava1249,,indo1319,,dialect,Dialect,
26315,Caviteño,Papunesia,7.435034,122.18849,cavi1254,,indo1319,,dialect,Dialect,
26316,Ermitaño,Papunesia,7.435034,122.18849,ermi1239,,indo1319,,dialect,Dialect,
26317,Cuban Spanish,Eurasia,40.4414,-1.11788,cuba1237,,indo1319,,dialect,Dialect,
26318,Dominican Spanish,Eurasia,40.4414,-1.11788,domi1242,,indo1319,,dialect,Dialect,
26319,Puerto Rican Spanish,Eurasia,40.4414,-1.11788,puer1238,,indo1319,,dialect,Dialect,
26320,Central Mexican Spanish,Eurasia,40.4414,-1.11788,cent2389,,indo1319,,dialect,Dialect,
26321,Western Mexican Spanish,Eurasia,40.4414,-1.11788,west2971,,indo1319,,dialect,Dialect,
26322,Southern Mexican Spanish,Eurasia,40.4414,-1.11788,sout3359,,indo1319,,dialect,Dialect,
26323,Northern Peninsular Mexican Spanish,Eurasia,40.4414,-1.11788,nort3385,,indo1319,,dialect,Dialect,
26324,Northwestern Mexican Spanish,Eurasia,40.4414,-1.11788,nort3384,,indo1319,,dialect,Dialect,
26325,Northeastern Mexican Spanish,Eurasia,40.4414,-1.11788,nort3383,,indo1319,,dialect,Dialect,
26326,Abajeño Mexican Spanish,Eurasia,40.4414,-1.11788,abaj1234,,indo1319,,dialect,Dialect,
26327,Coastal Mexican Spanish,Eurasia,40.4414,-1.11788,coas1329,,indo1319,,dialect,Dialect,
26328,Yucatecan Spanish,Eurasia,40.4414,-1.11788,yuca1256,,indo1319,,dialect,Dialect,
26329,Afro-Bolivian Spanish,Eurasia,40.4414,-1.11788,afro1260,,indo1319,,dialect,Dialect,
26330,Chapaco Spanish,Eurasia,40.4414,-1.11788,chap1272,,indo1319,,dialect,Dialect,
26331,Valluno Spanish,Eurasia,40.4414,-1.11788,vall1258,,indo1319,,dialect,Dialect,
26332,Andean Bolivian Spanish,Eurasia,40.4414,-1.11788,ande1250,,indo1319,,dialect,Dialect,
26333,Camba Spanish,Eurasia,40.4414,-1.11788,camb1246,,indo1319,,dialect,Dialect,
26334,Koy Sanjaq,Eurasia,36.213298,44.065281,koys1241,,afro1255,,dialect,Dialect,
26335,Qaladze,Eurasia,36.213298,44.065281,qala1238,,afro1255,,dialect,Dialect,
26336,Rwanduz,Eurasia,36.213298,44.065281,rwan1245,,afro1255,,dialect,Dialect,
26337,Rustaqa,Eurasia,36.213298,44.065281,rust1238,,afro1255,,dialect,Dialect,
26338,Taranaki,Papunesia,-38.2881,176.541,tara1315,,aust1307,,dialect,Dialect,
26339,Wanganui,Papunesia,-38.2881,176.541,wang1297,,aust1307,,dialect,Dialect,
26340,Ngaati Tuuwharetoa,Papunesia,-38.2881,176.541,roto1247,,aust1307,,dialect,Dialect,
26341,North Auckland Maori,Papunesia,-38.2881,176.541,nort2846,,aust1307,,dialect,Dialect,
26342,Waikato,Papunesia,-38.2881,176.541,waik1246,,aust1307,,dialect,Dialect,
26343,Ngaati Porou,Papunesia,-38.2881,176.541,ngaa1242,,aust1307,,dialect,Dialect,
26344,Te Arawa Tuuhoe,Papunesia,-38.2881,176.541,bayo1258,,aust1307,,dialect,Dialect,
